,City,Cloudiness,Country,Date,Humidity,Lat,Long,Max Temp,Wind Speed
290,Naze,90,JP,1603993551,64,28.37,129.48,75.2,11.41
291,Adelaide,75,AU,1603993362,82,-34.93,138.6,57.0,16.11
292,Yar-Sale,100,RU,1603993296,96,66.83,70.83,12.76,7.65
293,Mogok,70,MM,1603993551,99,22.92,96.5,64.11,2.39
294,Belmonte,75,BR,1603993283,69,-15.86,-38.88,82.4,16.11
295,Coyhaique,0,CL,1603993552,41,-45.58,-72.07,57.2,5.82
296,Tarauacá,84,BR,1603993552,44,-8.16,-70.77,94.28,4.59
297,Sabang,100,ID,1603993553,76,5.89,95.32,82.38,15.86
298,Kumul,100,CN,1603993553,49,42.8,93.45,47.32,12.68
299,San Ignacio,40,BZ,1603993400,74,17.16,-89.07,90.0,4.7
300,Olafsvik,100,IS,1603993554,82,64.89,-23.71,44.11,22.06
301,Isabela,81,PH,1603993554,82,6.71,121.97,79.93,8.43
302,Faya,0,SA,1603993554,36,18.39,42.45,66.2,5.66
303,Tselinnoye,97,RU,1603993325,92,53.08,85.67,29.14,15.03
304,Anchorage,90,US,1603993266,85,61.22,-149.9,25.0,5.37
305,Buraidah,0,SA,1603993555,22,26.33,43.98,75.2,5.82
306,Westport,90,US,1603993507,93,41.14,-73.36,48.2,12.75
307,Camacha,75,PT,1603993555,68,33.08,-16.33,69.8,11.41
308,La Paz,40,BO,1603993327,7,-16.5,-68.15,62.6,10.29
309,Bonavista,65,CA,1603993555,72,48.65,-53.11,39.99,5.99
310,Tanout,5,NE,1603993556,14,14.97,8.89,86.68,10.65
311,Moerai,100,PF,1603993556,84,-22.43,-151.33,73.99,8.86
312,Dawei,100,MM,1603993404,90,14.08,98.2,75.15,2.37
313,Plyussa,100,RU,1603993557,95,58.43,29.37,50.27,6.04
314,Lorengau,100,PG,1603993557,79,-2.02,147.27,81.63,7.94
315,Anito,100,PH,1603993557,87,12.45,125.29,79.99,7.83
316,Oddur,85,SO,1603993558,77,4.12,43.89,75.9,9.1
317,Cabo San Lucas,5,MX,1603993395,50,22.89,-109.91,82.0,3.36
318,Uppsala County,23,SE,1603993559,93,60.0,17.75,44.01,6.93
319,Bambanglipuro,44,ID,1603993559,89,-7.95,110.28,77.79,3.67
320,Ambovombe,1,MG,1603993559,79,-25.17,46.08,68.59,21.99
321,Makakilo City,90,US,1603993559,88,21.35,-158.09,73.4,3.36
322,Iqaluit,47,CA,1603993560,90,63.75,-68.51,8.67,6.15
323,Galle,33,LK,1603993560,84,6.04,80.22,79.29,6.38
324,Tuatapere,81,NZ,1603993317,92,-46.13,167.68,52.0,3.0
325,Aklavik,99,CA,1603993561,95,68.22,-135.01,13.05,2.51
326,Aquiraz,20,BR,1603993562,62,-3.9,-38.39,86.0,17.22
327,Arlit,0,NE,1603993562,12,18.74,7.39,87.3,17.6
328,Karlshamn,75,SE,1603993563,100,56.17,14.86,48.2,2.24
329,North Platte,90,US,1603993563,65,41.12,-100.77,50.0,6.93
330,Gewanē,22,ET,1603993563,25,10.17,40.65,83.59,13.62
331,Port Hedland,62,AU,1603993563,88,-20.32,118.57,75.2,12.75
332,Sistranda,40,NO,1603993564,100,63.73,8.83,39.2,2.24
333,São Filipe,1,CV,1603993564,65,14.9,-24.5,83.03,5.59
334,Obo,100,CF,1603993564,95,5.4,26.49,70.39,4.94
335,Shelbyville,93,US,1603993340,64,35.48,-86.46,69.8,17.22
336,El Cobre,40,CU,1603993565,62,20.05,-75.95,86.0,6.93
337,Bumba,93,CD,1603993565,96,2.18,22.47,70.56,2.46
338,Beberibe,20,BR,1603993566,62,-4.18,-38.13,86.0,17.22
339,Les Cayes,2,HT,1603993566,69,18.2,-73.75,86.25,8.21
340,Gimli,3,CA,1603993567,98,50.63,-96.99,27.0,5.99
341,Hualmay,73,PE,1603993567,67,-11.1,-77.61,68.94,9.82
342,Salalah,0,OM,1603993279,65,17.02,54.09,80.6,4.7
343,Kilindoni,7,TZ,1603993567,78,-7.91,39.67,79.77,15.17
344,Havre-St-Pierre,67,CA,1603993568,81,50.23,-63.6,35.94,19.82
345,Shingū,56,JP,1603993568,68,33.73,135.98,51.94,6.02
346,Ribas do Rio Pardo,100,BR,1603993514,89,-20.44,-53.76,71.92,7.2
347,Jalu,11,LY,1603993568,56,29.03,21.55,70.65,10.09
348,Staroutkinsk,100,RU,1603993568,95,57.23,59.33,30.67,8.12
349,Truro,75,GB,1603993569,87,50.27,-5.05,57.2,21.92
350,West Fargo,90,US,1603993569,73,46.88,-96.9,30.2,6.93
351,Maniitsoq,100,GL,1603993569,89,65.42,-52.9,26.89,12.26
352,Gamba,22,GA,1603993294,88,-2.65,10.0,77.9,5.95
353,Bjørnevatn,40,NO,1603993570,80,69.67,29.98,33.8,17.22
354,Aden,2,YE,1603993291,69,12.78,45.04,82.31,11.45
355,Aktau,0,KZ,1603993514,32,43.65,51.2,51.8,20.13
356,Zlatograd,85,BG,1603993570,77,41.38,25.1,60.01,1.54
357,Bukachacha,99,RU,1603993570,93,52.98,116.92,24.64,0.47
358,Gurupá,46,BR,1603993570,45,-1.41,-51.64,94.28,4.92
359,Kota Kinabalu,20,MY,1603993570,83,5.97,116.07,77.0,4.7
360,Lincoln,1,US,1603993507,48,40.8,-96.67,43.0,13.87
361,Lebanon,75,US,1603993571,68,36.21,-86.29,73.0,21.92
362,Mabaruma,93,GY,1603993571,64,8.2,-59.78,88.34,4.97
363,Bilibino,100,RU,1603993571,83,68.05,166.44,2.46,1.52
364,Baturaja,25,ID,1603993571,93,-4.13,104.17,74.64,1.9
365,Saint-Joseph,90,RE,1603993572,68,-21.37,55.62,71.6,23.04
366,Xai-Xai,0,MZ,1603993572,70,-25.05,33.64,76.44,13.0
367,Scottsbluff,1,US,1603993572,70,41.87,-103.67,42.8,13.53
368,Koshurnikovo,89,RU,1603993572,89,54.17,93.3,23.04,6.13
369,Zakharovo,0,RU,1603993572,62,54.37,39.28,36.0,3.0
370,Suntar,100,RU,1603993572,88,62.14,117.63,10.96,7.54
371,Ossora,99,RU,1603993573,94,59.24,163.07,33.51,2.68
372,Tessalit,2,ML,1603993573,13,20.2,1.01,84.7,6.51
373,Valparaíso,0,CL,1603993559,46,-33.04,-71.63,69.8,5.82
374,Herat Province,0,AF,1603993573,25,34.5,62.0,50.0,2.24
375,Paralímni,20,CY,1603993573,73,35.04,33.98,72.0,4.7
376,Zhigansk,58,RU,1603993573,90,66.77,123.37,-12.33,3.09
377,Mossamedes,7,AO,1603993307,71,-15.2,12.15,71.98,10.69
378,Minna,0,NG,1603993574,40,9.61,6.56,89.6,3.36
379,Alofi,12,NU,1603993326,77,-19.06,-169.92,68.0,10.29
380,Nizhniy Baskunchak,72,RU,1603993525,52,48.22,46.83,47.59,13.78
381,Porto-Novo,20,BJ,1603993574,79,6.5,2.6,84.2,9.17
382,Katsuura,75,JP,1603993289,51,35.13,140.3,60.8,18.34
383,Taoudenni,0,ML,1603993575,13,22.68,-3.98,87.48,13.2
384,Dubbo,63,AU,1603993575,82,-32.25,148.62,55.4,10.29
385,Labuhan,37,ID,1603993575,77,-6.88,112.21,81.77,6.71
386,Isiro,100,CD,1603993334,99,2.77,27.62,67.93,1.16
387,Nome,75,US,1603993575,92,64.5,-165.41,21.0,5.82
388,Awjilah,21,LY,1603993575,53,29.11,21.29,69.89,12.08
389,Hobyo,25,SO,1603993316,74,5.35,48.53,80.4,10.38
390,Nanortalik,100,GL,1603993576,94,60.14,-45.24,31.87,9.62
391,Luangwa,2,ZM,1603993337,37,-15.62,30.42,84.42,3.8
392,Chicama,90,PE,1603993576,77,-7.84,-79.15,64.4,12.75
393,Allanridge,91,ZA,1603993576,25,-27.75,26.64,78.13,3.6
394,Kibala,0,TD,1603993576,62,9.11,18.35,87.8,3.47
395,Nelson Bay,40,AU,1603993391,100,-32.72,152.15,53.01,4.03
396,Koygorodok,100,RU,1603993577,94,60.45,51.0,35.49,7.92
397,Pavlohrad,0,UA,1603993443,66,48.52,35.87,51.8,11.18
398,Port Augusta,75,AU,1603993577,87,-32.5,137.77,55.4,17.22
399,Forsytheganj,97,BY,1603993577,93,52.63,29.73,47.21,6.62
400,Midland,1,US,1603993427,43,32.0,-102.08,55.4,16.11
401,Babayurt,53,RU,1603993577,83,43.6,46.78,61.95,18.19
402,Chengde,0,CN,1603993577,58,40.97,117.94,40.78,1.81
403,Baiersbronn,100,DE,1603993579,91,48.5,8.38,53.01,8.81
404,Tiksi,98,RU,1603993286,93,71.69,128.87,4.08,8.81
405,Fort Nelson,67,CA,1603993579,92,58.81,-122.7,27.18,2.55
406,El Estor,75,GT,1603993579,62,15.53,-89.35,84.2,0.51
407,Lamu,1,KE,1603993579,88,-2.27,40.9,78.8,5.82
408,San Javier,0,ES,1603993579,88,37.81,-0.84,66.0,3.36
409,Kota Tinggi,20,MY,1603993580,94,1.74,103.9,78.8,2.24
410,Leningradskiy,7,RU,1603993343,87,69.38,178.42,12.83,11.77
411,Upata,100,VE,1603993580,61,8.01,-62.4,91.0,3.0
412,Kiunga,99,PG,1603993580,98,-6.12,141.29,71.78,1.68
413,Narsaq,75,GL,1603993580,95,60.92,-46.05,32.0,2.24
414,Narrabri,0,AU,1603993580,76,-30.32,149.78,51.8,4.92
415,Pandamatenga,2,BW,1603993581,23,-18.53,25.63,81.55,8.05
416,Camocim,16,BR,1603993493,46,-2.9,-40.84,90.75,23.17
417,San Quintín,88,MX,1603993581,34,30.48,-115.95,72.39,5.91
418,Zhaodong,0,CN,1603993581,92,46.08,125.98,23.0,2.24
419,Santa Cruz de la Sierra,75,BO,1603993480,48,-17.8,-63.17,87.8,23.04
420,Anamalais,40,IN,1603993582,65,10.58,76.93,78.8,4.7
421,Sioux Lookout,0,CA,1603993544,81,50.1,-91.92,26.65,1.86
422,Anadyr,0,RU,1603993582,84,64.75,177.48,5.0,6.71
423,San Cristobal,40,VE,1603993557,62,7.77,-72.22,86.0,8.05
424,Kudahuvadhoo,1,MV,1603993582,76,2.67,72.89,82.96,10.27
425,Saint-Ambroise,90,CA,1603993582,68,48.55,-71.33,30.2,10.29
426,Saýat,0,TM,1603993583,45,38.78,63.88,46.4,9.17
427,Moindou,0,NC,1603993583,73,-21.69,165.68,69.8,5.82
428,Wuwei,8,CN,1603993583,54,37.93,102.64,50.0,8.41
429,Atherton,100,GB,1603993583,78,53.52,-2.49,59.0,7.0
430,Mackay,0,AU,1603993583,94,-21.15,149.2,69.8,5.82
431,Mandalgovi,63,MN,1603993583,67,45.76,106.27,37.06,8.61
432,Mount Isa,17,AU,1603993318,35,-20.73,139.5,57.2,4.23
433,Muzhi,77,RU,1603993584,88,65.37,64.67,35.6,11.48
434,Petropavlovsk-Kamchatskiy,75,RU,1603993442,100,53.05,158.65,37.4,4.47
435,Wichita Falls,40,US,1603993584,62,33.91,-98.49,55.0,17.22
436,Ahipara,99,NZ,1603993584,88,-35.17,173.17,59.72,7.25
437,São Lourenço do Sul,97,BR,1603993584,61,-31.37,-51.98,68.0,5.01
438,Carballo,0,ES,1603993585,72,43.21,-8.69,59.0,8.05
439,Norman Wells,20,CA,1603993585,91,65.28,-126.83,11.37,3.38
440,Faanui,20,PF,1603993585,76,-16.48,-151.75,80.29,7.58
441,Tuy Hoa,84,VN,1603993585,90,13.08,109.3,75.92,4.23
442,Road Town,40,VG,1603993585,70,18.42,-64.62,86.0,14.99
443,Calama,0,CL,1603993447,9,-22.47,-68.93,71.6,21.92
444,Gold Coast,75,AU,1603993586,93,-28.0,153.43,64.99,4.7
445,Lakes Entrance,68,AU,1603993586,96,-37.88,147.98,57.99,1.34
446,Berdigestyakh,0,RU,1603993586,91,62.1,126.7,-3.68,2.86
447,Dunkirk,100,FR,1603993586,96,51.05,2.37,57.0,1.01
448,São Marcos,100,BR,1603993586,97,-28.97,-51.07,57.0,42.99
449,Martinsville,90,US,1603993586,94,36.69,-79.87,80.01,10.29
450,Dunmore East,75,IE,1603993587,100,52.15,-6.99,57.0,25.28
451,Krasnyy Chikoy,100,RU,1603993587,94,50.36,108.75,30.15,0.98
452,Lingao,98,CN,1603993587,87,19.91,109.69,75.4,20.62
453,Marakkanam,8,IN,1603993587,79,12.2,79.95,75.36,12.84
454,Lensk,100,RU,1603993587,95,60.73,114.93,17.29,5.53
455,Tezu,5,IN,1603993587,37,27.92,96.17,72.27,4.03
456,Hurghada,0,EG,1603993588,65,27.26,33.81,82.4,5.82
457,Grand Gaube,14,MU,1603993588,64,-20.01,57.66,71.01,5.99
458,Horní Suchá,100,CZ,1603993588,80,49.8,18.48,46.99,1.01
459,Padang,100,ID,1603993588,72,-0.95,100.35,78.64,2.62
460,Zyryanka,100,RU,1603993588,94,65.75,150.85,1.96,4.52
461,Qaqortoq,75,GL,1603993588,96,60.72,-46.03,32.0,2.24
462,Ribeira Brava,40,PT,1603993589,64,32.65,-17.07,71.6,12.75
463,San Angelo,90,US,1603993589,54,31.46,-100.44,55.0,17.22
464,Hibbing,90,US,1603993589,58,47.43,-92.94,26.6,2.35
465,Mahibadhoo,54,MV,1603993589,77,3.78,72.97,82.44,10.0
466,Voskresenskoye,1,RU,1603993589,88,56.84,45.43,34.14,6.62
467,Humberto de Campos,59,BR,1603993590,51,-2.6,-43.46,90.9,10.58
468,Roebourne,49,AU,1603993590,81,-20.78,117.13,71.96,12.3
469,Antofagasta,20,CL,1603993335,63,-23.65,-70.4,62.6,14.99
470,College,90,US,1603993590,78,64.86,-147.8,17.6,3.36
471,Wanaka,78,NZ,1603993320,79,-44.7,169.15,57.99,1.99
472,Pisco,0,PE,1603993590,77,-13.7,-76.22,66.99,11.41
473,Taltal,17,CL,1603993591,53,-25.4,-70.48,64.08,5.88
474,Belaya Gora,100,RU,1603993591,95,68.53,146.42,6.1,3.96
475,Belyy Yar,0,RU,1603993591,68,53.6,91.39,24.8,8.95
476,Ghanzi,49,BW,1603993591,29,-21.57,21.78,81.18,6.69
477,Rzeszów,40,PL,1603993591,100,50.04,22.0,52.0,10.29
478,Nhulunbuy,86,AU,1603993592,83,-12.23,136.77,71.6,5.26
479,Vestmannaeyjar,40,IS,1603993392,81,63.44,-20.27,46.4,24.16
480,Saint-Leu,90,RE,1603993592,68,-21.15,55.28,71.6,23.04
481,Egvekinot,0,RU,1603993592,83,66.32,-179.17,12.24,0.25
482,Manokwari,71,ID,1603993295,70,-0.87,134.08,80.24,4.38
483,Magdalena,75,PH,1603993592,88,14.2,121.43,80.6,2.24
484,Gilgit,79,PK,1603993452,44,35.92,74.31,51.48,6.04
485,Flinders,31,AU,1603993593,90,-34.58,150.86,55.0,1.01
486,Sakaiminato,40,JP,1603993593,93,35.55,133.23,48.2,3.36
487,L'govskiy,90,RU,1603993593,79,51.63,35.28,45.0,5.01
488,Mt. Pleasant,75,US,1603993497,83,32.79,-79.86,80.6,14.99
489,Maragogi,46,BR,1603993595,66,-9.01,-35.22,81.59,10.38
490,Itanhém,95,BR,1603993595,68,-17.17,-40.33,84.87,10.51
491,Bubaque,77,GW,1603993307,72,11.28,-15.83,84.78,11.16
492,Gurlan,0,UZ,1603993595,45,41.84,60.39,44.6,11.41
493,Yerbogachën,99,RU,1603993308,96,61.28,108.01,14.97,4.21
494,Chimbote,19,PE,1603993596,68,-9.09,-78.58,68.94,13.06
495,Nāwa,0,IN,1603993596,23,27.02,75.0,69.73,6.44
496,Angoram,100,PG,1603993596,99,-4.06,144.07,73.56,2.26
497,Buala,100,SB,1603993597,85,-8.14,159.59,79.14,9.48
498,Adrar,0,MR,1603993317,12,20.5,-10.07,89.38,5.79
499,La Palma,1,US,1603993461,37,33.85,-118.05,73.0,5.82
500,Amnat Charoen,84,TH,1603993597,94,15.92,104.75,72.25,4.34
501,Ancud,20,CL,1603993308,54,-41.87,-73.82,57.2,11.41
502,Panguna,100,PG,1603993597,100,-6.32,155.48,68.88,1.74
503,Qeshm,0,IR,1603993597,19,26.96,56.27,75.2,6.93
504,Esim,37,GH,1603993598,81,4.87,-2.24,79.11,5.01
505,Clyde,100,US,1603993346,83,41.3,-82.98,48.0,5.68
506,Clearwater,7,US,1603993444,70,27.97,-82.8,87.8,12.75
507,Arona,40,ES,1603993598,64,28.1,-16.68,73.4,18.34
508,Auki,100,SB,1603993598,89,-8.77,160.7,76.51,6.06
509,Lukulu,70,ZM,1603993598,43,-14.37,23.24,79.47,4.56
510,Whitianga,99,NZ,1603993599,93,-36.83,175.7,62.01,1.99
511,Balkanabat,0,TM,1603993599,29,39.51,54.37,56.44,17.36
512,Iquique,0,CL,1603993438,56,-20.22,-70.14,68.0,13.87
513,La Asuncion,100,VE,1603993489,70,11.03,-63.86,87.8,12.75
514,Puerto Peñasco,74,MX,1603993441,21,31.32,-113.53,72.0,8.01
515,La Ronge,100,CA,1603993518,94,55.1,-105.28,32.61,8.97
516,Kampene,100,CD,1603993599,97,-3.6,26.67,69.71,0.76
517,Neftçala,9,AZ,1603993600,82,39.37,49.25,66.07,11.23
518,Oriximiná,65,BR,1603993600,35,-1.77,-55.87,98.92,7.83
519,Salto de Agua,75,MX,1603993600,94,17.62,-92.37,86.0,3.56
520,Giżycko,81,PL,1603993600,88,54.04,21.76,50.23,9.13
521,Bereda,4,ES,1603993601,84,43.27,-7.54,54.0,3.0
522,Nizhnevartovsk,90,RU,1603993337,92,60.93,76.55,19.4,6.71
523,Liverpool,90,GB,1603993590,82,53.41,-2.98,59.0,14.99
524,Makrāna,0,IN,1603993601,22,27.05,74.72,69.78,7.23
525,Irricana,72,CA,1603993601,88,51.32,-113.6,44.01,5.99
526,Vila Velha,20,BR,1603993601,70,-20.33,-40.29,87.01,19.46
527,San Rafael,60,AR,1603993602,24,-34.62,-68.33,68.41,13.31
528,Arāria,0,IN,1603993602,60,26.15,87.52,75.83,1.5
529,Alice Springs,11,AU,1603993602,27,-23.7,133.88,75.2,16.11
530,Melbu,75,NO,1603993602,86,68.5,14.83,37.4,5.82
531,Rassvet,33,RU,1603993602,77,46.83,40.75,59.9,8.05
532,Mweka,17,CD,1603993603,90,-4.85,21.57,71.85,2.59
533,Vila,0,PT,1603993603,84,42.03,-8.16,55.0,3.0
534,Bandarbeyla,28,SO,1603993362,80,9.49,50.81,79.18,13.04
535,Puerto Carreño,48,CO,1603993603,55,6.19,-67.49,91.87,7.18
536,Santa Marta,41,CO,1603993507,78,11.24,-74.2,86.0,1.99
537,Sinnamary,79,GF,1603993603,71,5.38,-52.95,86.34,12.28
538,Lodja,55,CD,1603993604,97,-3.48,23.43,70.48,2.42
539,Botou,0,CN,1603993604,50,38.07,116.57,46.4,2.08
540,Baculin,100,PH,1603993604,77,7.45,126.58,78.57,4.05
541,Peace River,43,CA,1603993311,90,56.25,-117.29,33.19,1.57
542,Bayjī,51,IQ,1603993604,18,34.93,43.49,72.95,4.09
543,Balclutha,72,NZ,1603993605,93,-46.23,169.75,52.0,1.99
544,Balyqshy,40,KZ,1603993605,45,47.07,51.87,48.2,20.13
545,Urucará,99,BR,1603993605,33,-2.54,-57.76,101.05,4.97
546,Beloha,2,MG,1603993605,73,-25.17,45.05,69.3,19.01
547,Estelle,0,US,1603993605,51,29.85,-90.11,66.0,7.0
548,Alghero,0,IT,1603993605,72,40.56,8.32,62.6,1.12
549,Cabedelo,40,BR,1603993606,58,-6.98,-34.83,86.0,11.41
550,Linxia Chengguanzhen,0,CN,1603993606,73,35.6,103.21,40.42,1.7
551,Henties Bay,35,NA,1603993606,85,-22.12,14.28,60.01,8.01
552,Bariloche,0,AR,1603993606,21,-41.15,-71.31,60.8,5.82
553,Morón,40,AR,1603993607,55,-34.65,-58.62,63.0,8.05
554,Plouzané,90,FR,1603993607,93,48.38,-4.62,59.0,19.46
555,Bartica,75,GY,1603993607,70,6.4,-58.62,87.8,13.87
556,Rāpar,0,IN,1603993348,26,23.57,70.63,81.28,8.28
557,Zambezi,73,ZM,1603993607,39,-13.54,23.1,78.19,3.33
558,Tateyama,73,JP,1603993608,44,34.98,139.87,59.0,8.01
559,Rawson,0,AR,1603993608,28,-43.3,-65.1,64.36,5.14
560,Quatre Cocos,62,MU,1603993608,64,-20.21,57.76,71.01,5.99
561,Mouila,77,GA,1603993608,91,-1.87,11.06,75.81,3.58
562,Kyzyl-Suu,40,KG,1603993609,79,42.34,78.01,30.27,7.67
563,Umm Hājar,5,TD,1603993609,17,13.3,19.7,92.05,7.16
564,Kang,27,BW,1603993609,15,-23.68,22.79,85.96,5.1
565,Srednekolymsk,100,RU,1603993333,94,67.45,153.68,2.55,1.1
566,Chapais,100,CA,1603993609,91,49.78,-74.85,23.32,8.28
567,Leh,54,IN,1603993609,68,34.17,77.58,30.47,4.41
568,Zhezkazgan,0,KZ,1603993610,71,47.8,67.71,35.8,5.41
569,Sambava,7,MG,1603993610,83,-14.27,50.17,73.87,12.28
570,Prince George,100,CA,1603993476,98,53.92,-122.75,32.0,1.72
571,Dublin,1,US,1603993450,47,37.7,-121.94,63.0,1.88
572,Puerto Nariño,75,CO,1603993610,67,-3.77,-70.38,93.2,8.05
573,Yatou,50,CN,1603993347,53,37.15,122.38,50.04,5.46
574,Arrondissement de Toul,90,FR,1603993611,93,48.67,5.92,55.4,12.75
575,Bahār,0,IR,1603993611,25,34.91,48.44,51.8,6.93
576,Arman',96,RU,1603993611,91,59.7,150.17,28.69,4.68
577,Halifax,100,CA,1603993531,73,44.65,-63.57,50.0,1.99
578,Sydney,0,AU,1603993370,87,-33.87,151.21,57.2,3.2
579,Mozelos,0,PT,1603993611,87,41.87,-8.4,61.0,4.7
580,Clyde River,100,CA,1603993611,95,70.47,-68.59,20.46,9.51
581,Primero de Enero,40,CU,1603993612,74,21.95,-78.43,86.0,8.05
